timestamp,cash,gross_exposure,equity,open_positions
2025-12-22 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-23 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-24 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-25 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-26 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-29 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-30 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-31 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-01 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-02 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-05 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-06 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-07 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-08 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-09 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-12 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-13 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-14 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-15 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-16 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-19 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-20 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-21 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-22 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-23 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-26 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-27 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-28 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-29 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-30 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-02 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-03 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-04 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-05 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-06 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
